Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
United States,USA,2016,Cereal yield (kg per hectare),AG.YLD.CREL.KG,8614.2
United States,USA,2015,Cereal yield (kg per hectare),AG.YLD.CREL.KG,7430.1
United States,USA,2014,Cereal yield (kg per hectare),AG.YLD.CREL.KG,7638.1
United States,USA,2013,Cereal yield (kg per hectare),AG.YLD.CREL.KG,7300.9
United States,USA,2012,Cereal yield (kg per hectare),AG.YLD.CREL.KG,5911.9
United States,USA,2011,Cereal yield (kg per hectare),AG.YLD.CREL.KG,6803.5
United States,USA,2010,Cereal yield (kg per hectare),AG.YLD.CREL.KG,6978.1
United States,USA,2009,Cereal yield (kg per hectare),AG.YLD.CREL.KG,7226.2
United States,USA,2008,Cereal yield (kg per hectare),AG.YLD.CREL.KG,6598.3
United States,USA,2007,Cereal yield (kg per hectare),AG.YLD.CREL.KG,6704.4
United States,USA,2006,Cereal yield (kg per hectare),AG.YLD.CREL.KG,6400.4
United States,USA,2005,Cereal yield (kg per hectare),AG.YLD.CREL.KG,6450.7
United States,USA,2004,Cereal yield (kg per hectare),AG.YLD.CREL.KG,6851.1
United States,USA,2003,Cereal yield (kg per hectare),AG.YLD.CREL.KG,6023.7
United States,USA,2002,Cereal yield (kg per hectare),AG.YLD.CREL.KG,5546.8
United States,USA,2001,Cereal yield (kg per hectare),AG.YLD.CREL.KG,5891.1
United States,USA,2000,Cereal yield (kg per hectare),AG.YLD.CREL.KG,5854.3
United States,USA,1999,Cereal yield (kg per hectare),AG.YLD.CREL.KG,5736.5
United States,USA,1998,Cereal yield (kg per hectare),AG.YLD.CREL.KG,5676.5
United States,USA,1997,Cereal yield (kg per hectare),AG.YLD.CREL.KG,5275.3
United States,USA,1996,Cereal yield (kg per hectare),AG.YLD.CREL.KG,5175.3
United States,USA,1995,Cereal yield (kg per hectare),AG.YLD.CREL.KG,4644.8
United States,USA,1994,Cereal yield (kg per hectare),AG.YLD.CREL.KG,5560
United States,USA,1993,Cereal yield (kg per hectare),AG.YLD.CREL.KG,4298.8
United States,USA,1992,Cereal yield (kg per hectare),AG.YLD.CREL.KG,5357.8
United States,USA,1991,Cereal yield (kg per hectare),AG.YLD.CREL.KG,4507.6
United States,USA,1990,Cereal yield (kg per hectare),AG.YLD.CREL.KG,4755.1
United States,USA,1989,Cereal yield (kg per hectare),AG.YLD.CREL.KG,4473.9
United States,USA,1988,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3706.9
United States,USA,1987,Cereal yield (kg per hectare),AG.YLD.CREL.KG,4735.4
United States,USA,1986,Cereal yield (kg per hectare),AG.YLD.CREL.KG,4698.9
United States,USA,1985,Cereal yield (kg per hectare),AG.YLD.CREL.KG,4763.3
United States,USA,1984,Cereal yield (kg per hectare),AG.YLD.CREL.KG,4374.1
United States,USA,1983,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3535.9
United States,USA,1982,Cereal yield (kg per hectare),AG.YLD.CREL.KG,4370.6
United States,USA,1981,Cereal yield (kg per hectare),AG.YLD.CREL.KG,4256.7
United States,USA,1980,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3771.9
United States,USA,1979,Cereal yield (kg per hectare),AG.YLD.CREL.KG,4426.2
United States,USA,1978,Cereal yield (kg per hectare),AG.YLD.CREL.KG,4109.8
United States,USA,1977,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3683.2
United States,USA,1976,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3533
United States,USA,1975,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3461.3
United States,USA,1974,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2997.5
United States,USA,1973,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3683.2
United States,USA,1972,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3908.2
United States,USA,1971,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3725.6
United States,USA,1970,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3154.9
United States,USA,1969,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3464.3
United States,USA,1968,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3212.8
United States,USA,1967,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3161.2
United States,USA,1966,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3016.7
United States,USA,1965,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3040.8
United States,USA,1964,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2639.3
United States,USA,1963,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2800.6
United States,USA,1962,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2683.1
United States,USA,1961,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2522.3
United States,USA,2023,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.27475175830066
United States,USA,2022,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.58864311787381
United States,USA,2021,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2.01663293567767
United States,USA,2020,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.642809742554384
United States,USA,2019,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.46823196172925
United States,USA,2018,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.03945408799819
United States,USA,2017,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.94177554246862
United States,USA,2016,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2.52268117379751
United States,USA,2015,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2.79548220201356
United States,USA,2014,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.43033863092168
United States,USA,2013,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.70686814034716
United States,USA,2012,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.54020833064168
United States,USA,2011,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.68911235141732
United States,USA,2010,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.75453192115262
United States,USA,2009,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.11260018343609
United States,USA,2008,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2.30937838146355
United States,USA,2007,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2.39469075656401
United States,USA,2006,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2.16033590475335
United States,USA,2005,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.09166231632209
United States,USA,2004,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.74869094348654
United States,USA,2003,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.0221840098809
United States,USA,2002,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.01613965201918
United States,USA,2001,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.63009976725416
United States,USA,2000,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,3.40578123865959
United States,USA,1999,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,3.244143080406
United States,USA,1998,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2.32984953795271
United States,USA,1997,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.4240659805968
United States,USA,1996,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.20969310261879
United States,USA,1995,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.904218188320061
United States,USA,1994,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.767643589421284
United States,USA,1993,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.732369583756588
United States,USA,1992,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.464853986617542
United States,USA,1991,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.56104703230478
United States,USA,1990,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.19450410722934
United States,USA,1989,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.34324072334346
United States,USA,1988,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.08680748249096
United States,USA,1987,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.30241400226355
United States,USA,1986,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.675731298001957
United States,USA,1985,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.221941613453303
United States,USA,1984,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.624874152128993
United States,USA,1983,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.316452387124185
United States,USA,1982,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.634908482562745
United States,USA,1981,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.800738125892372
United States,USA,1980,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.585866341978653
United States,USA,1979,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.306394355036077
United States,USA,1978,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.23388341294583
United States,USA,1977,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.140261481987448
United States,USA,1976,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.155331555472048
United States,USA,1975,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.137099799157697
United States,USA,1974,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.22909018193255
United States,USA,1973,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.135402869137687
United States,USA,1972,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.09928778603873
United States,USA,1971,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.0661029317079452
United States,USA,1970,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.113667808624405
United States,USA,2022,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
United States,USA,2021,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
United States,USA,2020,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
United States,USA,2019,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
United States,USA,2018,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
United States,USA,2017,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
United States,USA,2016,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
United States,USA,2015,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
United States,USA,2014,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
United States,USA,2013,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
United States,USA,2012,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
United States,USA,2011,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
United States,USA,2010,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
United States,USA,2009,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
United States,USA,2008,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
United States,USA,2007,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
United States,USA,2006,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
United States,USA,2005,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
United States,USA,2004,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
United States,USA,2003,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
United States,USA,2002,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
United States,USA,2001,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
United States,USA,2000,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
United States,USA,1999,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
United States,USA,1998,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
United States,USA,1997,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
United States,USA,1996,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
United States,USA,1995,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
United States,USA,1994,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
United States,USA,1993,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
United States,USA,1992,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
United States,USA,1991,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
United States,USA,1990,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
United States,USA,2021,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,10.9
United States,USA,2020,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,11
United States,USA,2019,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,10.2
United States,USA,2018,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,9.9
United States,USA,2017,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,9.7
United States,USA,2016,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,9.3
United States,USA,2015,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,8.9
United States,USA,2014,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,9
United States,USA,2013,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,8.9
United States,USA,2012,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,8.5
United States,USA,2011,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,8.4
United States,USA,2010,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,7.4
United States,USA,2009,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,7.3
United States,USA,2008,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,6.8
United States,USA,2007,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,6.3
United States,USA,2006,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,6.4
United States,USA,2005,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,5.8
United States,USA,2004,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,5.5
United States,USA,2003,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,5.3
United States,USA,2002,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,4.8
United States,USA,2001,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,4.7
United States,USA,2000,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,5.4
United States,USA,1999,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,5.7
United States,USA,1998,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,4.5
United States,USA,1997,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,4.5
United States,USA,1996,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,4.8
United States,USA,1995,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,4.7
United States,USA,1994,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,4.1
United States,USA,1993,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,4.3
United States,USA,1992,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,4.8
United States,USA,1991,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,4.5
United States,USA,1990,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,4.2
United States,USA,2011,Disaster risk reduction progress score (1-5 scale; 5=best),EN.CLC.DRSK.XQ,3.5
United States,USA,2009,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,0.214155722534503
United States,USA,2015,Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,0.503530148053764
United States,USA,2000,Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,0.560563084625087
United States,USA,1990,Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,0.621041761229423
United States,USA,2015,Urban population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.UR.ZS,1.4767857785902
United States,USA,2000,Urban population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.UR.ZS,1.55265466041144
United States,USA,1990,Urban population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.UR.ZS,1.48035649524977
United States,USA,2015,Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,1.98031592664397
United States,USA,2000,Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,2.11321774503653
United States,USA,1990,Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,2.10139825647919
United States,USA,2023,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,47.1473700803901
United States,USA,2022,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,46.9630342819895
United States,USA,2021,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,46.7299723076695
United States,USA,2020,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,46.40937543376
United States,USA,2019,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,46.4737333909952
United States,USA,2018,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,46.3045260508243
United States,USA,2017,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,45.9806119379238
United States,USA,2016,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,45.7132555583511
United States,USA,2015,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,45.4949718399379
United States,USA,2014,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,45.2892733971627
United States,USA,2013,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,45.088686925585
United States,USA,2012,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,44.876905576033
United States,USA,2011,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,44.6881803724376
United States,USA,2010,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,44.5031298142498
United States,USA,2009,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,44.36956533864
United States,USA,2008,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,44.2629381209096
United States,USA,2007,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,44.1907617493296
United States,USA,2006,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,44.1265774620913
United States,USA,2005,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,44.0731446019382
United States,USA,2004,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,44.0064759347353
United States,USA,2003,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,43.9449775404797
United States,USA,2002,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,43.8598992960954
United States,USA,2001,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,43.8094802291709
United States,USA,2000,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,43.7913755280465
United States,USA,1999,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,43.6145337586009
United States,USA,1998,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,43.3895201809653
United States,USA,1997,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,43.1786332278284
United States,USA,1996,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,42.9915046363319
United States,USA,1995,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,42.7911017808456
United States,USA,1994,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,42.6093191094761
United States,USA,1993,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,42.4483138977912
United States,USA,1992,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,42.3327553271946
United States,USA,1991,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,42.2491811638028
United States,USA,1990,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,42.1499621429115
United States,USA,1989,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,42.0709848107318
United States,USA,1988,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,41.9546738432468
United States,USA,1987,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,41.8277796350639
United States,USA,1986,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,41.7016982255667
United States,USA,1985,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,41.5941796540072
United States,USA,1984,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,41.4773179264285
United States,USA,1983,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,41.3564809745415
United States,USA,1982,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,41.2620329442641
United States,USA,1981,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,41.1891169062083
United States,USA,1980,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,41.1337335240401
United States,USA,1979,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,41.1033511808225
United States,USA,1978,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,41.1513772266774
United States,USA,1977,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,41.1904049691472
United States,USA,1976,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,41.2167372210884
United States,USA,1975,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,41.2278807999148
United States,USA,1974,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,41.2629176915092
United States,USA,1973,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,41.2765805133336
United States,USA,1972,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,41.3158935853947
United States,USA,1971,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,41.4104709117263
United States,USA,1970,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,41.5943355831691
United States,USA,1969,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,41.3501161947335
United States,USA,1968,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,40.90775064024
United States,USA,1967,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,40.4818556503885
United States,USA,1966,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,40.1030565730566
United States,USA,1965,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,39.759195174547
United States,USA,1964,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,39.461980624215
United States,USA,1963,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,39.2241843776752
United States,USA,1962,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,39.0132637853949
United States,USA,1961,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,38.8465695107545
United States,USA,1960,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,38.7326062290019
United States,USA,2021,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,444.3961117745
United States,USA,2020,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,444.3961117745
United States,USA,2019,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,444.3961117745
United States,USA,2018,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,444.3961117745
United States,USA,2017,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,444.3961117745
United States,USA,2016,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,444.3961117745
United States,USA,2015,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,444.3961117745
United States,USA,2014,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,439.2768894196
United States,USA,2013,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,434.1576670647
United States,USA,2012,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,429.0384447098
United States,USA,2011,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,423.9192223549
United States,USA,2010,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,418.7
United States,USA,2009,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,430.76
United States,USA,2008,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,442.72
United States,USA,2007,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,454.68
United States,USA,2006,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,466.64
United States,USA,2005,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,478.6
United States,USA,2004,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,477.6
United States,USA,2003,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,476.6
United States,USA,2002,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,475.6
United States,USA,2001,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,474.6
United States,USA,2000,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,473.5
